id,ime,država,gorovje,višina,širina,dolžina,vrsta,število ogledov,priljubljenost,mesto na lestvici priljubljenosti,število slik,število poti 
2501652,Špilk,Slovenija,Posavsko hribovje in Dolenjska,956,46.2006,14.819,"vrh, bivak",360711,77,787.,8,3
2501662,Visoka špica,Slovenija,Posavsko hribovje in Dolenjska,660,46.21972,14.62265,vrh,305590,71,993.,4,3
2501693,Kalanov hrib (Kalanček),Slovenija,Posavsko hribovje in Dolenjska,626,46.1522,14.9153,vrh,204126,60,1372.,2,2
2501722,Tolsto,Slovenija,Posavsko hribovje in Dolenjska,780,46.1773,15.187,vrh,157408,55,1552.,4,1
250174,Zajčeva koča,Slovenija,Posavsko hribovje in Dolenjska,742,46.19715,15.00092,koča,363350,78,774.,3,2
2501753,Ostrež,Slovenija,Posavsko hribovje in Dolenjska,856,46.0825,14.9736,"vrh, cerkev",355577,77,805.,1,1
250192,Kum,Slovenija,Posavsko hribovje in Dolenjska,1220,46.08831,15.07395,"vrh, koča, cerkev",789755,99,49.,21,10
2501920,Sveti Ilija (Planina),Slovenija,Posavsko hribovje in Dolenjska,747,45.62303,15.11115,cerkev,232408,63,1262.,2,1
2501929,Reber,Slovenija,Posavsko hribovje in Dolenjska,878,46.17701,14.86886,vrh,245531,65,1212.,6,3
2501933,Pašnik Lipovec,Slovenija,Posavsko hribovje in Dolenjska,790,46.2063,14.8473,"planina, sedlo",185759,58,1442.,4,1
2501934,Lipovec,Slovenija,Posavsko hribovje in Dolenjska,848,46.208,14.8468,vrh,211049,61,1349.,3,1
2501947,Planinski dom na Zasavski Sveti gori,Slovenija,Posavsko hribovje in Dolenjska,822,46.1277,14.8972,koča,314641,72,951.,2,8
2501948,Roviškovec,Slovenija,Posavsko hribovje in Dolenjska,930,46.12649,14.9034,vrh,233987,64,1257.,4,3
2501949,Pleše,Slovenija,Posavsko hribovje in Dolenjska,866,46.1313,14.9237,vrh,225964,63,1284.,3,4
2501962,Planinski dom Vrhe,Slovenija,Posavsko hribovje in Dolenjska,908,46.1895,15.0049,"koča, sedlo, cerkev",306643,71,985.,4,6
2501963,Javor,Slovenija,Posavsko hribovje in Dolenjska,1132,46.1831,15.0166,vrh,412949,83,602.,4,6
2502081,Sitarjevec,Slovenija,Posavsko hribovje in Dolenjska,448,46.0523,14.826,vrh,203057,60,1376.,1,2
2502114,Sveti Primož in Felicijan nad Semičem,Slovenija,Posavsko hribovje in Dolenjska,465,45.647,15.1639,cerkev,123320,51,1677.,2,1
2502115,Semenič,Slovenija,Posavsko hribovje in Dolenjska,590,45.6487,15.1616,vrh,123132,51,1680.,1,1
2502116,Smuk,Slovenija,Posavsko hribovje in Dolenjska,545,45.66124,15.17985,"vrh, koča, cerkev",208318,61,1359.,9,2
2502119,Grad Turjak,Slovenija,Posavsko hribovje in Dolenjska,522,45.8769,14.6074,vrh,264911,67,1141.,2,3
2502129,Zabreznik (Sv. Miklavž),Slovenija,Posavsko hribovje in Dolenjska,644,46.1628,14.9496,"vrh, cerkev",130548,52,1651.,3,2
2502136,Mehovski hrib,Slovenija,Posavsko hribovje in Dolenjska,571,45.73803,15.20388,vrh,399112,81,653.,23,6
250214,Zasavska Sveta gora,Slovenija,Posavsko hribovje in Dolenjska,852,46.1285,14.89429,"vrh, cerkev",583727,95,165.,16,9
2502140,Strešni vrh (Svibno),Slovenija,Posavsko hribovje in Dolenjska,523,46.0728,14.8331,vrh,182058,58,1460.,1,2
2502141,Vrhija,Slovenija,Posavsko hribovje in Dolenjska,648,46.1623,14.8897,vrh,134794,53,1637.,2,1
250215,Dom na Mirni gori,Slovenija,Posavsko hribovje in Dolenjska,1000,45.62952,15.10311,koča,463824,87,436.,12,4
2502155,Stari grad Kamnik,Slovenija,Posavsko hribovje in Dolenjska,577,46.2239,14.6169,"vrh, koča",327686,74,901.,7,2
2502158,Špicberg,Slovenija,Posavsko hribovje in Dolenjska,490,46.1455,15.0322,vrh,210782,61,1350.,2,2
2502170,Trebni vrh,Slovenija,Posavsko hribovje in Dolenjska,581,45.8935,15.003,vrh,238774,64,1241.,3,6
2502171,Lovski dom na Vrhtrebnjem,Slovenija,Posavsko hribovje in Dolenjska,562,45.8942,15.0014,"koča, cerkev",231857,63,1266.,5,4
2502172,Lisec (Liška gora),Slovenija,Posavsko hribovje in Dolenjska,565,45.8682,14.9533,vrh,184292,58,1449.,7,1
2502173,Sveti Križ (Liška gora),Slovenija,Posavsko hribovje in Dolenjska,428,45.868,14.9627,"vrh, cerkev",127776,52,1665.,2,1
2502241,Oslica (Bohor),Slovenija,Posavsko hribovje in Dolenjska,860,46.0679,15.485,vrh,188634,58,1433.,10,5
2502244,Debeli vrh (Bohor),Slovenija,Posavsko hribovje in Dolenjska,921,46.07094,15.47113,vrh,185834,58,1441.,4,4
2502246,Brest (Bohor),Slovenija,Posavsko hribovje in Dolenjska,808,46.0702,15.4791,vrh,164537,56,1524.,5,5
2502249,Tinska gora,Slovenija,Posavsko hribovje in Dolenjska,409,46.1801,15.5525,vrh,175321,57,1480.,4,1
2502261,Raskože (Bohor),Slovenija,Posavsko hribovje in Dolenjska,650,46.0671,15.5262,vrh,121114,51,1687.,3,1
2502263,Pokojni vrh (Bohor),Slovenija,Posavsko hribovje in Dolenjska,711,46.0696,15.5111,vrh,137323,53,1627.,3,1
2502270,Miklavžev hrib (Miklavški hrib),Slovenija,Posavsko hribovje in Dolenjska,394,46.2224,15.2609,cerkev,177260,57,1475.,4,2
2502277,Vipota,Slovenija,Posavsko hribovje in Dolenjska,532,46.20357,15.25404,vrh,213102,61,1337.,5,3
2502302,Veliki vrh nad Svetino,Slovenija,Posavsko hribovje in Dolenjska,807,46.17805,15.29584,vrh,271932,68,1114.,5,5
2502310,Vrh (Šticna),Slovenija,Posavsko hribovje in Dolenjska,679,46.132,14.9799,vrh,173980,57,1487.,4,1
2502316,Resje nad Štorami,Slovenija,Posavsko hribovje in Dolenjska,567,46.191,15.3426,vrh,254974,66,1178.,5,4
2502320,Turn (Sv. Janez Krstnik),Slovenija,Posavsko hribovje in Dolenjska,513,46.2005,15.3313,vrh,260376,66,1157.,6,5
2502329,Žusem,Slovenija,Posavsko hribovje in Dolenjska,669,46.15871,15.48166,"vrh, bivak, cerkev",414188,83,597.,12,7
2502330,Sv. Urban (Cmereška Gorca),Slovenija,Posavsko hribovje in Dolenjska,322,46.1833,15.5929,cerkev,152654,55,1567.,5,1
2502336,Ciganov vrh (Korinjski hrib),Slovenija,Posavsko hribovje in Dolenjska,731,45.8466,14.7791,vrh,202894,60,1377.,0,1
2502337,Sv. Lovrenc (Kompole),Slovenija,Posavsko hribovje in Dolenjska,315,46.2148,15.3366,cerkev,240417,64,1236.,9,2
2502338,Vrunčev dom na Svetini,Slovenija,Posavsko hribovje in Dolenjska,780,,,koča,302490,71,1002.,7,9
2502343,Sv. Peter (Olešče),Slovenija,Posavsko hribovje in Dolenjska,525,46.1535,15.2988,cerkev,193234,59,1414.,8,2
2502345,Lahomniški sopot,Slovenija,Posavsko hribovje in Dolenjska,325,46.1448,15.2964,slap,198675,60,1395.,7,1
2502360,Sv. Križ (Retje),Slovenija,Posavsko hribovje in Dolenjska,520,46.1349,15.0555,"vrh, cerkev",169365,56,1504.,0,6
2502400,Orle,Slovenija,Posavsko hribovje in Dolenjska,458,46.015,14.5702,"vrh, koča",68927,45,1893.,4,5
2502426,Sveti Peter (Selo pri Mirni),Slovenija,Posavsko hribovje in Dolenjska,445,45.9786,15.0323,"vrh, cerkev",2218,30,2424.,5,2
2502427,Sveta Marjeta (Prežganje),Slovenija,Posavsko hribovje in Dolenjska,658,46.0248,14.7305,"vrh, koča, cerkev",5015,37,2175.,7,1
2502428,Sveti Primož (Kremen),Slovenija,Posavsko hribovje in Dolenjska,340,45.969,15.5127,"vrh, cerkev",3942,35,2229.,5,1
2502431,Sv. Andrej nad Olimjem,Slovenija,Posavsko hribovje in Dolenjska,351,46.1475,15.5581,cerkev,2385,30,2402.,9,1
2502470,Kapelica pri Mariji pod Srebotnikom,Slovenija,Posavsko hribovje in Dolenjska,500,,,cerkev,1310,25,2587.,3,2
2502480,Tabor,Slovenija,Posavsko hribovje in Dolenjska,697,,,vrh,2322,30,2413.,2,1
2502508,Kmečki turizem Obolno,Slovenija,Posavsko hribovje in Dolenjska,722,46.0043,14.7801,koča,4120,36,2212.,1,2
2502579,Hum nad Laškim,Slovenija,Posavsko hribovje in Dolenjska,583,46.1605,15.2396,vrh,37730,42,1984.,6,2
2502585,Ostri vrh (nad Globodolom),Slovenija,Posavsko hribovje in Dolenjska,523,45.8496,15.0249,vrh,2532,31,2376.,3,3
2502586,Dom LD Dobrnič,Slovenija,Posavsko hribovje in Dolenjska,440,45.8465,15.0254,"koča, sedlo",1370,25,2571.,2,3
2502587,Dom Frata,Slovenija,Posavsko hribovje in Dolenjska,345,45.8265,15.035,koča,8690,40,2075.,9,3
2502592,Hribce,Slovenija,Posavsko hribovje in Dolenjska,388,46.1293,14.7337,"vrh, jezero, cerkev",1831,28,2483.,5,1
2502612,Zaplaz,Slovenija,Posavsko hribovje in Dolenjska,543,45.9731,14.9579,"vrh, cerkev",4670,36,2191.,3,3
2502613,Bajturn (Zaplaški hrib),Slovenija,Posavsko hribovje in Dolenjska,609,45.9737,14.9473,vrh,4110,36,2213.,3,8
2502620,Sveta Marija (Ključevica),Slovenija,Posavsko hribovje in Dolenjska,1067,46.0887,15.0894,"vrh, cerkev",9820,40,2065.,4,4
2502624,Herkulovo svetišče na Bregu,Slovenija,Posavsko hribovje in Dolenjska,290,,,cerkev,1631,27,2530.,7,1
2502655,Sveta Marija (Trška Gora),Slovenija,Posavsko hribovje in Dolenjska,428,45.8436,15.1881,"vrh, cerkev",16760,42,2009.,8,2
2502656,Stari grad nad Otočcem,Slovenija,Posavsko hribovje in Dolenjska,250,45.8441,15.2085, ,3880,35,2233.,4,1
2502714,Stari grad (Volčji Potok),Slovenija,Posavsko hribovje in Dolenjska,398,46.18917,14.61314,vrh,2330,30,2411.,4,2
2502716,Grad Višnja Gora (Stari grad),Slovenija,Posavsko hribovje in Dolenjska,506,45.9515,14.7438,vrh,3440,34,2271.,4,1
2502717,Hotel Polževo,Slovenija,Posavsko hribovje in Dolenjska,592,45.9244,14.755,koča,11340,41,2043.,4,1
2502718,Sveti Duh (Polževo),Slovenija,Posavsko hribovje in Dolenjska,630,45.9224,14.7557,"vrh, cerkev",5840,38,2134.,4,2
2502723,Slovenski vrh,Slovenija,Posavsko hribovje in Dolenjska,1041,45.6655,14.8016,vrh,11180,41,2048.,2,3
2502724,Ledenik,Slovenija,Posavsko hribovje in Dolenjska,1072,45.6311,14.8211,vrh,10180,40,2061.,3,3
2502726,Gradiški grič,Slovenija,Posavsko hribovje in Dolenjska,485,46.1686,14.7088,"vrh, cerkev",2110,29,2436.,5,2
2502727,Sveti Mohor na Mohorjevem hribu,Slovenija,Posavsko hribovje in Dolenjska,511,46.152,14.7325,"vrh, cerkev",6360,38,2120.,5,3
2502728,Gradiško jezero,Slovenija,Posavsko hribovje in Dolenjska,340,46.1616,14.7103,jezero,11230,41,2047.,7,1
2502732,Izvir Krke,Slovenija,Posavsko hribovje in Dolenjska,272,45.8897,14.7714, ,10330,40,2058.,5,2
2502739,Tabor Cerovo,Slovenija,Posavsko hribovje in Dolenjska,493,45.9185,14.6387,"vrh, cerkev",3020,33,2306.,12,3
2502748,Žagarski vrh,Slovenija,Posavsko hribovje in Dolenjska,627,46.0294,14.6541,"vrh, koča",21470,42,1996.,5,1
2502761,Miklavžev hrib (Razgledni stolp),Slovenija,Posavsko hribovje in Dolenjska,376,,,vrh,1791,28,2493.,0,2
2502868,Veliki vrh (Križentaver),Slovenija,Posavsko hribovje in Dolenjska,419,46.1275,14.6222,vrh,7180,39,2100.,6,2
2502869,Sv. Kunigunda na Taboru nad Ihanom,Slovenija,Posavsko hribovje in Dolenjska,377,46.1245,14.6299,"vrh, cerkev",2532,31,2377.,3,2
2502870,Sv. Miklavž na Goropečah,Slovenija,Posavsko hribovje in Dolenjska,401,46.1172,14.6454,cerkev,1690,27,2515.,4,2
2502871,Oklo nad Ihanom,Slovenija,Posavsko hribovje in Dolenjska,465,46.1199,14.6534, ,3990,36,2222.,8,4
2502872,Sveta Trojica (nad Dobom),Slovenija,Posavsko hribovje in Dolenjska,527,46.1232,14.6757,"vrh, koča, cerkev",6661,39,2112.,2,4
2502877,Oljska gora,Slovenija,Posavsko hribovje in Dolenjska,401,46.0987,14.5722,vrh,8740,40,2074.,5,3
2503028,Gorišca,Slovenija,Posavsko hribovje in Dolenjska,698,46.1173,14.7652,vrh,1530,26,2549.,2,1
2503029,Sveti Florjan (Zgornja Gora),Slovenija,Posavsko hribovje in Dolenjska,698,46.1291,14.7958,cerkev,2000,29,2453.,6,3
2503030,Tolsta gora,Slovenija,Posavsko hribovje in Dolenjska,734,46.2201,14.6387,vrh,8440,40,2079.,4,2
2503031,Vrtače,Slovenija,Posavsko hribovje in Dolenjska,758,46.2155,14.6497,vrh,2372,30,2404.,2,2
2503065,Sv. Primož in Felicijan (Razbor pri Čemšeniku),Slovenija,Posavsko hribovje in Dolenjska,841,46.185,14.959,cerkev,2290,30,2420.,4,1
2503088,Plezališče in ferata Renke,Slovenija,Posavsko hribovje in Dolenjska,700,,, ,19850,42,2000.,6,1
2503092,Grmada (Bohor),Slovenija,Posavsko hribovje in Dolenjska,890,46.06356,15.43579,vrh,2840,32,2328.,3,1
2503100,Ajdovščina nad Ihanom,Slovenija,Posavsko hribovje in Dolenjska,495,46.1017,14.6387,vrh,4637,36,2193.,1,1
2503205,Sveti Lenart (Kandrše),Slovenija,Posavsko hribovje in Dolenjska,508,46.1376,14.8416,"vrh, cerkev",605,19,2792.,4,1
2503206,Sveti Mihael (Križate),Slovenija,Posavsko hribovje in Dolenjska,491,46.1433,14.8401,cerkev,404,16,2895.,3,1
2503226,Lovski vrh,Slovenija,Posavsko hribovje in Dolenjska,830,45.6181,14.9637,vrh,2400,30,2396.,4,2
2503227,Rudniško jezero,Slovenija,Posavsko hribovje in Dolenjska,490,45.6481,14.8706,"koča, jezero",5262,37,2162.,8,1
2503238,Gradišče (pri Grižah),Slovenija,Posavsko hribovje in Dolenjska,341,46.2288,15.16601,"vrh, cerkev",1910,28,2465.,11,1
2503239,Sveta Neža (Liboje),Slovenija,Posavsko hribovje in Dolenjska,368,46.208,15.1905,"vrh, cerkev",1650,27,2525.,8,1
2503246,Jasovnik,Slovenija,Posavsko hribovje in Dolenjska,764,46.21208,14.9002,vrh,3750,35,2250.,4,1
2503250,Sveti Križ (Slemšek),Slovenija,Posavsko hribovje in Dolenjska,680,46.1239,14.844,"koča, cerkev",860,22,2705.,2,1
2503325,Kozice,Slovenija,Posavsko hribovje in Dolenjska,741,45.49861,15.03701,vrh,7880,39,2087.,7,2
2503326,Jelovička in Mihova jama,Slovenija,Posavsko hribovje in Dolenjska,240,45.5197,14.9098, ,1890,28,2472.,5,1
2503329,Radenski kal,Slovenija,Posavsko hribovje in Dolenjska,360,45.47052,15.10412,"koča, jezero",435,17,2874.,5,1
2503330,Velika Radenska stena,Slovenija,Posavsko hribovje in Dolenjska,439,45.45816,15.1131,vrh,1240,25,2598.,2,1
2503331,Mala Radenska stena,Slovenija,Posavsko hribovje in Dolenjska,428,45.4622,15.10922,vrh,545,18,2818.,2,1
2503335,Veliki Bojanski vrh,Slovenija,Posavsko hribovje in Dolenjska,627,46.20226,15.30642,vrh,1370,25,2573.,6,4
2503340,Bavč,Slovenija,Posavsko hribovje in Dolenjska,692,46.2021,15.28429,vrh,2820,32,2332.,6,4
2503347,Mali Bojanski vrh,Slovenija,Posavsko hribovje in Dolenjska,600,46.20244,15.31099,vrh,674,20,2762.,5,5
2503350,Babni vrh,Slovenija,Posavsko hribovje in Dolenjska,753,46.19626,15.32263,vrh,1900,28,2468.,7,4
2503358,Kamčič,Slovenija,Posavsko hribovje in Dolenjska,525,46.19702,15.1986,vrh,1630,27,2531.,13,3
2503366,Gradišče nad Ilovo Goro,Slovenija,Posavsko hribovje in Dolenjska,601,45.89175,14.74263,"vrh, cerkev",764,21,2730.,8,1
2503379,Kožljevec,Slovenija,Posavsko hribovje in Dolenjska,533,46.03404,14.90462,vrh,543,18,2820.,1,1
2503397,Kamnolom mlinskih kamnov,Slovenija,Posavsko hribovje in Dolenjska,390,46.05983,14.63421, ,1010,23,2662.,15,1
2503399,Murjevka,Slovenija,Posavsko hribovje in Dolenjska,443,46.06327,14.64083,vrh,444,17,2867.,3,1
2503400,Grmadnik,Slovenija,Posavsko hribovje in Dolenjska,569,46.05423,14.64208,vrh,1740,27,2505.,7,1
2503428,Gradiše (nad Štorami),Slovenija,Posavsko hribovje in Dolenjska,540,46.20164,15.31552,vrh,416,16,2885.,4,1
2503430,Lazarjev vrh,Slovenija,Posavsko hribovje in Dolenjska,452,46.07144,14.64678,vrh,474,17,2854.,4,1
2503458,Grad Podsreda,Slovenija,Posavsko hribovje in Dolenjska,475,46.02805,15.58994, ,1150,24,2625.,5,1
2503459,Stara sveta gora,Slovenija,Posavsko hribovje in Dolenjska,386,46.04326,15.59599,"vrh, cerkev",591,19,2801.,8,3
2503460,Gruska jama,Slovenija,Posavsko hribovje in Dolenjska,320,46.09253,15.57027,slap,607,19,2793.,4,1
2503461,Grad Kozje (Drachenburg),Slovenija,Posavsko hribovje in Dolenjska,360,46.07131,15.55392,vrh,569,19,2809.,3,1
2503486,Markova glava (razgledna stena),Slovenija,Posavsko hribovje in Dolenjska,722,45.66347,15.11946,vrh,7100,39,2101.,1,1
2503487,Vzletišče Peter (Straška gora),Slovenija,Posavsko hribovje in Dolenjska,464,45.7774,15.0492, ,912,22,2684.,2,1
2503513,Luknje,Slovenija,Posavsko hribovje in Dolenjska,438,46.04248,14.53463,vrh,492,17,2846.,7,1
2503522,Lovski dom Bohor,Slovenija,Posavsko hribovje in Dolenjska,842,46.07378,15.4144,koča,659,20,2766.,2,1
2503523,Plešivec (Bohor),Slovenija,Posavsko hribovje in Dolenjska,915,46.06455,15.45445,vrh,990,23,2666.,2,3
2503524,Petrova skala na Bohorju,Slovenija,Posavsko hribovje in Dolenjska,913,46.06657,15.45116, ,1050,23,2653.,1,3
2503525,Naravno bohorsko okno,Slovenija,Posavsko hribovje in Dolenjska,883,46.06629,15.45055, ,1190,24,2610.,3,3
2503532,Španov vrh (Besnica),Slovenija,Posavsko hribovje in Dolenjska,559,46.05094,14.6482,vrh,609,19,2790.,2,1
2503533,Sveti Križ (nad Planino pri Sevnici),Slovenija,Posavsko hribovje in Dolenjska,730,46.09935,15.4193,"vrh, cerkev",955,22,2674.,7,2
250355,Krvavica,Slovenija,Posavsko hribovje in Dolenjska,909,46.20076,14.99304,vrh,489028,90,361.,4,2
2503569,Županova jama,Slovenija,Posavsko hribovje in Dolenjska,430,45.91276,14.6394, ,359,15,2924.,4,2
2503653,Adijev bivak na Reški planini,Slovenija,Posavsko hribovje in Dolenjska,910,46.2108,15.0616,bivak,681,20,2756.,4,1
2503703,Sveti Štefan (Turje),Slovenija,Posavsko hribovje in Dolenjska,598,46.12889,15.15193,cerkev,280,13,2987.,4,1
2503704,Vrhe (pri Gorah),Slovenija,Posavsko hribovje in Dolenjska,781,46.11712,15.13272,vrh,348,15,2934.,3,3
2503706,Cerkev Lurške Matere Božje (Lurd),Slovenija,Posavsko hribovje in Dolenjska,300,46.12721,15.18883,cerkev,243,12,3029.,1,1
2503707,Stražnik,Slovenija,Posavsko hribovje in Dolenjska,648,46.11011,15.20031,vrh,1500,26,2554.,8,1
2503718,Cerkev sv. Mihaela na Šmihelu,Slovenija,Posavsko hribovje in Dolenjska,442,46.15727,15.22368,"vrh, cerkev",416,16,2889.,4,2
2503720,Sveta Katarina (Kuretno),Slovenija,Posavsko hribovje in Dolenjska,419,46.15522,15.20935,cerkev,164,10,3118.,4,1
2503721,Lovski dom na Govcah,Slovenija,Posavsko hribovje in Dolenjska,565,46.15678,15.17389,koča,217,11,3054.,2,3
2503726,Pastirska kapelica,Slovenija,Posavsko hribovje in Dolenjska,640,46.15801,15.17265,cerkev,112,8,3167.,2,1
2503728,Cerkev sv. Krištofa na Gramnu,Slovenija,Posavsko hribovje in Dolenjska,324,46.14996,15.22994,"vrh, cerkev",133,9,3148.,3,1
2503886,Peseke,Slovenija,Posavsko hribovje in Dolenjska,428,46.1821,15.44104,vrh,79,7,3214.,2,1
2503898,Cerkev sv. Helene na Javorju,Slovenija,Posavsko hribovje in Dolenjska,528,46.17276,15.45016,"vrh, cerkev",101,8,3179.,3,2
2503899,Turistična kmetija Žurej,Slovenija,Posavsko hribovje in Dolenjska,313,46.16727,15.46849,koča,97,8,3183.,2,1
2503901,Slivniško jezero,Slovenija,Posavsko hribovje in Dolenjska,295,46.1879,15.44344,"koča, jezero",229,12,3047.,9,1
2503905,Gradišče (nad Slivniškim jezerom),Slovenija,Posavsko hribovje in Dolenjska,433,46.19253,15.43309,vrh,96,8,3186.,6,2
2503908,Gaj,Slovenija,Posavsko hribovje in Dolenjska,419,46.19147,15.42351,vrh,81,7,3208.,4,2
2503909,Sveti Urban (Gorica pri Slivnici),Slovenija,Posavsko hribovje in Dolenjska,310,46.18874,15.42599,cerkev,92,7,3190.,4,1
2503910,Grad Rifnik (Raicheneck),Slovenija,Posavsko hribovje in Dolenjska,450,46.2015,15.40303,vrh,96,8,3184.,3,1
2503918,Grad Podčetrtek,Slovenija,Posavsko hribovje in Dolenjska,355,46.15929,15.59258,vrh,355,15,2926.,4,3
2503919,Zavetišče Šmarnica na Mali Rudnici,Slovenija,Posavsko hribovje in Dolenjska,577,46.17089,15.57644,"vrh, koča",272,13,3002.,3,5
2503920,Silavec (Stolp zdravja in veselja na Rudnici),Slovenija,Posavsko hribovje in Dolenjska,622,46.16678,15.57177,vrh,632,19,2781.,9,10
2503921,Sveti Lovrenc (Podčetrtek),Slovenija,Posavsko hribovje in Dolenjska,228,46.1577,15.59405,cerkev,236,12,3040.,3,1
2503931,Mali vrh (Kamnik),Slovenija,Posavsko hribovje in Dolenjska,710,46.20746,15.13765,vrh,279,13,2996.,1,1
2504001,Lendrše,Slovenija,Posavsko hribovje in Dolenjska,617,46.16153,15.54344,vrh,50,5,3280.,1,4
2504002,Koča pri čarovnici,Slovenija,Posavsko hribovje in Dolenjska,410,46.15745,15.55441,koča,60,6,3251.,8,1
2504003,Zmajevo jezero na Olimski gori,Slovenija,Posavsko hribovje in Dolenjska,550,46.15129,15.55377,jezero,84,7,3203.,3,1
2504004,Lovski bivak na Olimski gori,Slovenija,Posavsko hribovje in Dolenjska,580,46.1496,15.55035,koča,31,3,3348.,4,1
2504005,Olimska gora,Slovenija,Posavsko hribovje in Dolenjska,631,46.15132,15.5517,vrh,69,6,3235.,1,1
2504006,Vetrnik,Slovenija,Posavsko hribovje in Dolenjska,709,46.05889,15.55174,vrh,610,19,2791.,3,1
2504011,Darinkino zavetišče na Ivcah,Slovenija,Posavsko hribovje in Dolenjska,735,46.0732,15.33461,"koča, bivak",53,5,3271.,5,2
2504012,Ješivec,Slovenija,Posavsko hribovje in Dolenjska,934,46.07427,15.3079,vrh,99,8,3187.,3,2
2504013,Mala Lisca,Slovenija,Posavsko hribovje in Dolenjska,934,46.06824,15.29235,vrh,115,8,3168.,1,2
2504014,Stari grad Radeče (Ratschach),Slovenija,Posavsko hribovje in Dolenjska,272,46.06822,15.18132,vrh,33,3,3344.,4,1
2504015,Svinjski rt,Slovenija,Posavsko hribovje in Dolenjska,497,46.07179,15.17516,vrh,40,4,3316.,5,1
2504016,Sveta Katarina (Zavrate),Slovenija,Posavsko hribovje in Dolenjska,518,46.07845,15.16258,cerkev,14,2,3393.,2,1
2504017,Sveta Trojica (Čimerno),Slovenija,Posavsko hribovje in Dolenjska,825,46.08285,15.11913,cerkev,49,5,3283.,1,3
2504018,Grad Kunšperk,Slovenija,Posavsko hribovje in Dolenjska,426,46.05686,15.69379, ,57,5,3260.,3,2
250475,Mirna gora,Slovenija,Posavsko hribovje in Dolenjska,1047,45.63136,15.10134,vrh,599951,96,150.,4,5
250476,Pusti Peter,Slovenija,Posavsko hribovje in Dolenjska,311,45.51111,15.15821,cerkev,231848,63,1267.,3,1
250530,Limbarska gora,Slovenija,Posavsko hribovje in Dolenjska,773,46.16077,14.77509,"vrh, koča, cerkev",587294,95,162.,21,9
250678,Mrzlica,Slovenija,Posavsko hribovje in Dolenjska,1122,46.18753,15.10746,"vrh, koča",730937,98,64.,11,8
250725,Sveti Ahac,Slovenija,Posavsko hribovje in Dolenjska,748,45.89367,14.60595,"vrh, cerkev",372662,78,743.,2,2
250726,Janče,Slovenija,Posavsko hribovje in Dolenjska,792,46.05222,14.7101,"vrh, koča, cerkev",579420,95,173.,9,8
250727,Sveti Miklavž nad Savo,Slovenija,Posavsko hribovje in Dolenjska,741,46.10673,14.74403,"vrh, cerkev",443042,85,506.,7,4
250728,Cicelj,Slovenija,Posavsko hribovje in Dolenjska,836,46.11061,14.72655,vrh,416199,83,591.,5,7
250733,Planinski dom pri Gospodični,Slovenija,Posavsko hribovje in Dolenjska,822,45.76639,15.29686,koča,491473,90,357.,2,2
250736,Dom pri Miklavžu,Slovenija,Posavsko hribovje in Dolenjska,964,45.77614,15.32267,"vrh, koča, cerkev",457795,87,450.,2,1
250762,Koča na Čemšeniški planini,Slovenija,Posavsko hribovje in Dolenjska,1120,46.19019,14.96181,koča,619724,96,135.,10,13
250763,Črni vrh (Čemšeniška planina),Slovenija,Posavsko hribovje in Dolenjska,1204,46.19451,14.96949,vrh,589939,95,158.,12,13
250766,Lisca,Slovenija,Posavsko hribovje in Dolenjska,948,46.06797,15.28482,"vrh, koča",725933,98,66.,8,7
250768,Sveti Lovrenc nad vasjo Okroglice,Slovenija,Posavsko hribovje in Dolenjska,722,46.07652,15.24725,"vrh, cerkev",257877,66,1168.,4,1
250786,Planinski rudarski dom na Kalu,Slovenija,Posavsko hribovje in Dolenjska,946,46.17332,15.10805,koča,376595,79,726.,2,2
250788,Kopitnik,Slovenija,Posavsko hribovje in Dolenjska,910,46.11028,15.17886,vrh,559390,94,210.,7,6
250789,Koča na Kopitniku,Slovenija,Posavsko hribovje in Dolenjska,865,46.11401,15.17281,koča,389066,80,688.,12,5
250790,Dom v Gorah,Slovenija,Posavsko hribovje in Dolenjska,762,46.11492,15.13841,"vrh, koča, cerkev",384095,80,700.,16,6
250794,GEOSS,Slovenija,Posavsko hribovje in Dolenjska,645,46.12031,14.81553,koča,406889,82,623.,9,4
250795,Dom na Zgornji Slivni,Slovenija,Posavsko hribovje in Dolenjska,826,46.11827,14.80734,"koča, cerkev",290851,70,1045.,6,4
250796,Slivna (Pivkelj),Slovenija,Posavsko hribovje in Dolenjska,880,46.12055,14.79644,vrh,323309,73,920.,4,5
250797,Dom Ušte - Žerenk,Slovenija,Posavsko hribovje in Dolenjska,658,46.1215,14.77218,koča,401773,81,641.,7,6
250839,Veliko Kozje,Slovenija,Posavsko hribovje in Dolenjska,993,46.08698,15.21823,vrh,463263,87,437.,2,3
250848,Gašperjeva koča pod Velikim Kozjem,Slovenija,Posavsko hribovje in Dolenjska,436,46.08918,15.20873,koča,272177,68,1113.,1,1
250852,Dom pod Reško planino,Slovenija,Posavsko hribovje in Dolenjska,664,46.20627,15.06411,"koča, cerkev",339172,75,868.,5,4
250853,Reška planina,Slovenija,Posavsko hribovje in Dolenjska,925,46.21004,15.05934,vrh,351553,76,821.,3,3
250854,Kamnik,Slovenija,Posavsko hribovje in Dolenjska,861,46.20564,15.129,"vrh, bivak",406949,82,622.,4,4
250855,Golava,Slovenija,Posavsko hribovje in Dolenjska,834,46.20685,15.10534,"vrh, bivak",408120,82,617.,3,3
