id,začetna točka,čas,zahtevnost 
2601477,Borovec pri Kočevski Reki,50 min,lahka označena pot
2601478,Bosljiva Loka,3 h 15 min,"delno zahtevna označena pot, lahka neoznačena steza"
2601479,Ravne,1 h 30 min,lahka označena pot
2601479,Strma Reber,1 h 45 min,lahka označena pot
2601479,18. serpentina ceste na Strmo Reber,2 h 40 min,lahka označena pot
2601479,Osilnica,4 h 5 min,lahka označena pot
2601479,Bezgovica,2 h 55 min,lahka označena pot
2601534,Lovska koča Plehanov laz,45 min,lahka označena pot
2601607,Kalce,1 h,lahka označena pot
2601607,Jeršiče,1 h 50 min,lahka označena pot
2601608,Jeršiče,20 min,lahka označena pot
2601663,Jezero,1 h,lahka označena pot
2601663,Jezero,50 min,lahka označena pot
2601663,Preserje,50 min,lahka označena pot
2601669,Stara Vrhnika,35 min,lahka označena pot
2601673,Rakitna,30 min,lahka označena pot
2601673,Brancljeva senožet,45 min,lahka označena pot
2601673,Mesnice,55 min,lahka označena pot
2601673,Mesnice,1 h 15 min,lahka neoznačena steza
2601674,Slovenska vas,20 min,lahka označena pot
2601683,Zazid,2 h 30 min,lahka označena pot
2601683,Zazid,2 h 30 min,lahka označena pot
2601683,Podgorje,2 h 40 min,lahka označena pot
2601683,Zazid,1 h 45 min,lahka neoznačena steza
2601690,Zazid,1 h 40 min,lahka označena pot
2601691,Zazid,2 h 30 min,lahka označena pot
2601691,Rakitovec,45 min,lahka neoznačena steza
2601692,Zazid,2 h 10 min,lahka označena pot
2601698,Predmeja,1 h,lahka označena pot
2601698,Otlica,1 h,lahka označena pot
2601702,Mrše,1 h,lahka označena pot
2601702,Sveti Mavricij,2 h 15 min,lahka označena pot
2601702,Rodik,1 h 20 min,lahka neoznačena steza
2601705,Hrastovlje,1 h 15 min,lahka označena pot
2601705,Gračišče,30 min,lahka označena pot
2601705,Kubed,45 min,lahka označena pot
2601705,Komare doline,35 min,lahka označena pot
2601705,Zazid,2 h 10 min,lahka označena pot
2601705,Krog,4 h,lahka označena pot
2601706,Hrastovlje,40 min,lahka označena pot
2601706,Slačka baba,50 min,lahka neoznačena steza
2601707,Podpeč,25 min,delno zahtevna označena pot
2601707,Hrastovlje,1 h 40 min,delno zahtevna označena pot
2601707,Slačka baba,1 h 5 min,"lahka neoznačena steza, delno zahtevna označena pot"
2601707,Črnotiče,1 h 20 min,lahka neoznačena steza
2601707,Praproče,25 min,lahka označena pot
2601713,Komare doline,40 min,lahka označena pot
2601713,Zazid,1 h 35 min,lahka označena pot
2601713,Krog,3 h 25 min,lahka označena pot
2601714,Komare doline,50 min,lahka neoznačena steza
2601714,Zazid,1 h 20 min,lahka neoznačena steza
2601714,Krog,3 h 10 min,"lahka označena pot, lahko brezpotje"
2601715,Krog,2 h 50 min,lahka označena pot
2601715,Zazid,1 h,lahka označena pot
2601715,Komare doline,1 h 15 min,lahka označena pot
2601716,Komare doline,1 h 30 min,lahka označena pot
2601716,Krog,2 h 35 min,lahka označena pot
2601716,Zazid,45 min,lahka označena pot
2601717,Krog,2 h 15 min,lahka neoznačena steza
2601717,Zazid,1 h 30 min,lahka neoznačena steza
2601717,Komare doline,1 h 50 min,lahka neoznačena steza
2601718,Krog,1 h 15 min,lahka označena pot
2601718,Komare doline,1 h 20 min,lahka označena pot
2601719,Sveti Kvirik,1 h,"lahka označena pot, zahtevna označena pot"
2601719,Komare doline,2 h 20 min,"lahka označena pot, zahtevna označena pot"
2601729,Rakitna,1 h,lahka označena pot
2601729,Zabočevo,1 h 45 min,lahka označena pot
2601740,Rakitnica,2 h 10 min,lahka označena pot
2601741,Rakitnica,2 h 40 min,lahka označena pot
2601742,Rakitnica,3 h,lahka označena pot
2601743,Lokve,40 min,lahka označena pot
2601744,Pliskovica,1 h 30 min,lahka označena pot
2601752,Boljunec / Bagnoli della Rosandra,4 h,lahka označena pot
2601756,Volče,40 min,lahka neoznačena steza
2601756,Preval Poljance,30 min,lahka neoznačena steza
2601763,Planinski dom pod Ježo,30 min,lahka označena pot
2601763,Solarji,45 min,lahka označena pot
2601764,Planinski dom pod Ježo,55 min,lahka označena pot
2601764,Solarji,1 h 20 min,lahka označena pot
2601765,Solarji,1 h 10 min,lahka označena pot
2601765,Planinski dom pod Ježo,45 min,lahka označena pot
2601766,Solarji,1 h 5 min,lahka označena pot
2601767,Livške Ravne,1 h 25 min,lahka označena pot
2601767,Solarji,30 min,lahka označena pot
2601768,Livške Ravne,1 h,lahka označena pot
2601768,Solarji,55 min,lahka označena pot
2601769,Solarji,1 h 15 min,lahka označena pot
2601769,Livške Ravne,35 min,lahka označena pot
2601770,Solarji,1 h 40 min,lahka označena pot
2601770,Livške Ravne,15 min,lahka označena pot
2601771,Solarji,2 h 10 min,lahka neoznačena steza
2601771,Livške Ravne,20 min,lahka neoznačena steza
2601771,Livek,1 h 30 min,lahka neoznačena steza
2601774,Kambreško,50 min,lahka označena pot
2601774,Srednje,35 min,lahka označena pot
260178,Dom v Iškem Vintgarju,2 h 15 min,lahka označena pot
260178,Iška,2 h 10 min,lahka označena pot
260178,Rakitna,2 h,lahka označena pot
260178,Jezero,2 h 30 min,lahka označena pot
260178,Mesnice,1 h 50 min,lahka označena pot
260178,Zamlake,50 min,lahka označena pot
260178,Dom v Iškem Vintgarju,2 h,delno zahtevna označena pot
260178,Strahomer,2 h 10 min,lahka označena pot
260178,Polharski dom Krim,1 h 35 min,lahka označena pot
260178,Preserje,2 h 20 min,lahka označena pot
260178,Jezero,2 h 20 min,lahka označena pot
260178,Strahomer,2 h 10 min,lahka označena pot
260178,Tomišelj,2 h 15 min,lahka označena pot
260178,Dolenja Brezovica,2 h 10 min,lahka označena pot
260178,Vrbljene,2 h 15 min,lahka označena pot
260178,Lovska koča Plehanov laz,2 h 15 min,lahka označena pot
2601813,Preserje,15 min,lahka neoznačena steza
2601907,Jezero,5 min,lahka neoznačena steza
260191,Cerknica,1 h 30 min,lahka označena pot
260191,Radlek,1 h 20 min,lahka označena pot
2601944,Pivka,25 min,lahka označena pot
2601944,Parje,40 min,lahka neoznačena steza
2601945,Pivka,1 h 30 min,lahka označena pot
2601945,Narin,1 h,lahka označena pot
2601945,Šembije,2 h 5 min,lahka neoznačena steza
2601945,Podtabor,1 h 50 min,lahka neoznačena steza
2601945,Zagorje,35 min,lahka označena pot
2601945,Parje,1 h 15 min,lahka neoznačena steza
2601946,Narin,55 min,lahka označena pot
2601946,Šembije,2 h,lahka neoznačena steza
2601946,Podtabor,1 h 45 min,lahka neoznačena steza
2601946,Zagorje,30 min,lahka označena pot
2601950,Črne njive,40 min,lahka označena pot
2601950,Šembije,2 h,lahka označena pot
2601950,Vrbovo,1 h,lahka neoznačena steza
2601950,Jasen,1 h,lahka neoznačena steza
2601950,Vrbiški dol,1 h,lahka označena pot
2601950,Žvanov dol,20 min,lahka neoznačena steza
2601952,Grad Hošperk,40 min,lahka neoznačena steza
2601954,Grad Hošperk,30 min,lahka neoznačena steza
2601954,Unec,35 min,lahka neoznačena steza
2601957,Šembije,45 min,lahka neoznačena steza
2601958,Šembije,1 h 20 min,lahka neoznačena steza
2601959,Prelože pri Lokvi,45 min,lahka označena pot
2601959,Krvavi Potok,1 h,lahka označena pot
2601976,Matevljek,1 h 20 min,"delno zahtevna označena pot, lahka neoznačena steza"
2601976,Matevljek,1 h 15 min,lahka neoznačena steza
2601977,Matevljek,1 h,delno zahtevna označena pot
2601984,Cvetrež,1 h,lahka označena pot
2601984,Srednji Lokovec,2 h,lahka označena pot
2601984,Srednji Lokovec,1 h 45 min,lahka označena pot
2601984,Cvetrež,1 h 20 min,lahka označena pot
2601987,Drnulk,1 h 20 min,lahka označena pot
2601987,Čepovan,50 min,lahka neoznačena steza
2602002,Ortnek,1 h 10 min,lahka označena pot
2602064,Preserje,30 min,lahka označena pot
2602064,Prevalje pod Krimom,10 min,lahka neoznačena steza
2602135,Topol,15 min,lahka neoznačena steza
2602135,Studenec na Blokah,15 min,lahka neoznačena steza
2602145,Skalnica,50 min,delno zahtevna označena pot
2602145,Sveta Gora,10 min,lahka označena pot
2602145,Grgar,1 h 15 min,lahka označena pot
2602148,Branik,1 h,lahka označena pot
2602148,Branik,1 h 10 min,lahka označena pot
2602149,Vitovlje,20 min,lahka označena pot
2602151,Župeno,1 h 10 min,lahka označena pot
2602151,Pikovnik,1 h 30 min,lahka označena pot
2602151,Občina,1 h 30 min,lahka označena pot
260227,Cerknica,1 h 40 min,lahka označena pot
260227,Martinjak,1 h 15 min,lahka označena pot
260227,Grahovo,1 h 15 min,lahka označena pot
260227,Brezje,2 h 15 min,lahka označena pot
260227,Radlek,1 h 20 min,lahka označena pot
260227,Cerknica,1 h 30 min,lahka neoznačena steza
2602284,Sveti Vid,50 min,lahka označena pot
2602290,Lipe,30 min,lahka označena pot
2602290,Iški morost,35 min,lahka označena pot
2602290,V Tracu,20 min,lahka neoznačena steza
2602308,Vratca ,1 h,lahka označena pot
2602331,Zala,35 min,lahka označena pot
2602334,Osredek,2 h 30 min,lahka označena pot
2602339,Staro Volčje,15 min,lahka označena pot
2602339,Nova vas,25 min,lahka označena pot
2602339,Strmca,1 h 10 min,lahka označena pot
2602339,Zvratnice,20 min,lahka označena pot
2602342,Rakitna,35 min,lahka neoznačena steza
2602342,Brancljeva senožet,50 min,lahka neoznačena steza
2602342,Rakitna,35 min,lahka neoznačena steza
2602342,Mesnice,1 h,lahka neoznačena steza
2602342,Rakitna,50 min,lahka neoznačena steza
2602342,Mesnice,45 min,lahka neoznačena steza
2602362,Col,55 min,lahka neoznačena steza
2602362,Col,1 h 10 min,lahka neoznačena steza
2602362,Cenc,45 min,lahka označena pot
2602363,Col,55 min,lahka neoznačena steza
2602363,Col,1 h 10 min,lahka neoznačena steza
2602399,Lipica,1 h,lahka označena pot
2602416,Lož,20 min,lahka označena pot
2602418,Branček,30 min,lahka označena pot
2602418,Rjavi bg,40 min,lahka neoznačena steza
2602446,Dragonja,1 h 15 min,lahka označena pot
2602446,Dragonja,1 h 30 min,lahka označena pot
2602449,Logatec,1 h 30 min,lahka neoznačena steza
2602449,Travnarjev gozd,1 h 50 min,lahka označena pot
2602450,Travnarjev gozd,35 min,lahka označena pot
2602460,Jeršiče,1 h 50 min,lahka označena pot
2602486,Plave,1 h 35 min,lahka neoznačena steza
2602486, Plave ,2 h 5 min,lahka neoznačena steza
2602486,Plave,1 h 45 min,lahka neoznačena steza
2602488,Plave ,50 min,lahka neoznačena steza
2602488,Plave,1 h 15 min,lahka neoznačena steza
2602489,Plave ,1 h 5 min,lahka neoznačena steza
2602489,Plave,55 min,lahka neoznačena steza
2602494,Lovska koča Budanje,1 h 10 min,lahka označena pot
2602494,Col,1 h 20 min,lahka označena pot
2602494,Jamce,1 h 45 min,lahka neoznačena steza
2602495,Col,1 h 45 min,lahka označena pot
2602495,Lovska koča Budanje,1 h 35 min,lahka označena pot
2602495,Jamce,1 h 20 min,lahka neoznačena steza
2602496,Lovska koča Budanje,1 h 25 min,lahka označena pot
2602496,Col,1 h 35 min,lahka označena pot
2602496,Jamce,1 h 30 min,lahka neoznačena steza
2602505,Želimlje,50 min,lahka neoznačena steza
2602507,Preserje,1 h 10 min,lahka neoznačena steza
2602534,Rakitna,1 h 15 min,lahka označena pot
2602538,Logatec,20 min,lahka neoznačena steza
2602538,Logatec,10 min,lahka neoznačena steza
2602545,Hotedršica,2 h,lahka označena pot
2602545,Rovte,1 h 30 min,lahka označena pot
2602545,Rovte,1 h 40 min,lahka označena pot
2602554,Strma Reber,1 h 5 min,lahka označena pot
2602554,Ravne,1 h 25 min,lahka označena pot
2602554,Osilnica,3 h 25 min,lahka označena pot
2602554,18. serpentina ceste na Strmo Reber,2 h,lahka označena pot
2602554,Bezgovica,2 h 15 min,lahka označena pot
2602555,Strma Reber,1 h 30 min,lahka označena pot
2602555,Osilnica,3 h 50 min,lahka označena pot
2602555,Ravne,1 h 50 min,lahka označena pot
2602555,18. serpentina ceste na Strmo Reber,2 h 25 min,lahka označena pot
2602555,Bezgovica,2 h 40 min,lahka označena pot
2602556,Osilnica,2 h 10 min,lahka označena pot
2602556,18. serpentina ceste na Strmo Reber,45 min,lahka označena pot
2602556,Strma Reber,10 min,lahka označena pot
2602556,Bezgovica,1 h,lahka označena pot
2602558,Rakov Škocjan,2 h 50 min,lahka označena pot
2602558,Rakov Škocjan,1 h 45 min,lahka označena pot
2602558,Rakov Škocjan,1 h 10 min,lahka označena pot
2602561,Cesta na Zaplano,10 min,lahka neoznačena steza
2602566,Rodik,40 min,lahka neoznačena steza
2602583,Ročinj,3 h,lahka označena pot
2602594,Jeršiče,1 h 30 min,lahka neoznačena steza
2602594,Mesnice,25 min,lahka neoznačena steza
2602604,Ledinsko Razpotje,50 min,"lahka označena pot, lahka neoznačena steza"
2602604,Ledinsko Razpotje,55 min,"lahka označena pot, lahka neoznačena steza"
2602605,Ledinsko Razpotje,1 h,lahka označena pot
2602605,Ledinsko Razpotje,1 h 10 min,lahka označena pot
2602622,Brancljeva senožet,20 min,lahka neoznačena steza
2602622,Zamlake,20 min,lahka neoznačena steza
2602626,Lanišče,1 min,lahka označena pot
2602626,Grčarevec,2 h 20 min,lahka označena pot
2602626,Kalce,1 h,lahka označena pot
2602657,Osp,1 h 25 min,lahka označena pot
2602657,Varda,5 min,lahka označena pot
2602657,Žlebinje,10 min,lahka označena pot
2602709,Dolina Drage,50 min,lahka označena pot
2602737,Podnanos,1 h 30 min,lahka neoznačena steza
2602737,Sveta Ana,25 min,lahka neoznačena steza
2602738,Podnanos,2 h,lahka neoznačena steza
2602743,Drevesnica Štivan,20 min,lahka neoznačena steza
2602750,Zaplana,40 min,lahka označena pot
2602752,Stražišče,20 min,lahka neoznačena steza
2602752,Kožljek,30 min,lahka neoznačena steza
2602907,Ankaran,35 min,lahka neoznačena steza
2602908,Dekani,15 min,lahka označena pot
2602909,Dekani,40 min,lahka označena pot
2602909,Dekani,40 min,lahka označena pot
2602910,Dekani,55 min,lahka označena pot
2602910,Dekani,40 min,lahka označena pot
2602912,Vanganel,1 h,lahka označena pot
2602912,Vanganel,1 h 45 min,lahka označena pot
2602913,Vanganel,25 min,lahka označena pot
2602915,Ankaran,20 min,"lahka označena pot, lahka neoznačena steza"
2602916,Črnotiče,40 min,lahka neoznačena steza
2602916,Praproče,25 min,lahka označena pot
2602939,Divača,1 h 15 min,lahka označena pot
2602940,Kampel,1 h 45 min,lahka označena pot
2602940,Kampel,1 h 30 min,lahka označena pot
2602941,Izola,45 min,lahka označena pot
2602941,Strunjan,20 min,lahka označena pot
2602941,Srgaši,3 h 30 min,lahka označena pot
2602944,Lopar,2 h 30 min,lahka neoznačena steza
2602945,Ankaran,45 min,lahka označena pot
2602946,Povir,35 min,lahka neoznačena steza
2603054,Žiri,30 min,lahka označena pot
2603055,Žiri,40 min,lahka označena pot
2603115,Strunjan,1 h 30 min,lahka označena pot
2603115,Izola,1 h 10 min,lahka označena pot
2603129,Lokve,25 min,lahka neoznačena steza
2603228,Gradišče,40 min,lahka označena pot
2603231,Skrilje,1 h 30 min,lahka označena pot
2603240,Strane,1 h 20 min,delno zahtevna neoznačena pot
2603241,Kostanjevica na Krasu,1 h,lahka neoznačena steza
2603242,Temnica,45 min,lahka neoznačena steza
2603242,Temnica,50 min,lahka neoznačena steza
2603262,Dom v Iškem Vintgarju,2 h 50 min,lahka označena pot
2603274,Gradišče,1 h 15 min,lahka označena pot
2603322,Dolenja vas,10 min,lahka neoznačena steza
2603328,Kostel,15 min,lahka označena pot
2603328,Gorenja Žaga,35 min,lahka označena pot
2603339,Postaja,1 h 40 min,lahka označena pot
2603341,Široko,2 h 40 min,lahka označena pot
2603341,Široko,1 h 30 min,lahka označena pot
2603341,Široko,1 h 50 min,lahka označena pot
2603341,Postaja,3 h 15 min,lahka označena pot
2603352,Ročinj ,45 min,lahka označena pot
2603352,Ročinj ,40 min,lahka označena pot
2603352,Ročinj ,35 min,lahka označena pot
2603368,Stružnica,45 min,lahka označena pot
2603392,Sedlo nad Lohačo,40 min,lahka označena pot
2603392,Sedlo nad Lohačo,30 min,lahka označena pot
2603526,Morava,20 min,lahka neoznačena steza
2603561,Rimska trdnjava,2 h,lahka označena pot
2603572,Anina koča,2 h,zelo zahtevna neoznačena steza
2603574,Grčarevec,1 h 30 min,"lahka označena pot, delno zahtevna označena pot"
2603622,Prelože pri Lokvi,1 h 10 min,"lahko brezpotje, lahka označena pot"
2603639,Sežana,2 h 30 min,lahka označena pot
2603642,Orlek,20 min,lahka neoznačena steza
2603662,Prvačina,25 min,lahka neoznačena steza
2603702,Ročinj,50 min,lahka neoznačena steza
2603725,Vilenica,20 min,lahka neoznačena steza
2603926,Želimlje,40 min,lahka neoznačena steza
2603957,Borovnica,55 min,lahka neoznačena steza
260399,Gostišče Pekel,25 min,delno zahtevna označena pot
2604007,Skadanščina,5 min,lahka označena pot
2604007,Markovščina,45 min,lahka označena pot
2604010,Lanišče,30 min,lahka označena pot
2604010,Grčarevec,2 h,lahka označena pot
2604010,Kalce,1 h 30 min,lahka označena pot
260450,Skalnica,55 min,lahka označena pot
260450,Skalnica,1 h,delno zahtevna označena pot
260450,Skalnica,1 h,lahka označena pot
260450,Pod Skalnico,1 h 20 min,"lahka neoznačena steza, lahka označena pot"
260450,Grgar,1 h 15 min,lahka označena pot
260450,Grgar,1 h 25 min,lahka označena pot
260450,Grgar,1 h 30 min,lahka označena pot
260450,Zagora,2 h 5 min,lahka označena pot
260450,Plave,3 h 5 min,lahka neoznačena steza
260450,Grgar,1 h 30 min,lahka označena pot
260450, Plave,3 h 15 min,lahka neoznačena steza
260450,Plave,2 h 55 min,lahka neoznačena steza
260450,Grgar,1 h 15 min,lahka neoznačena steza
260450,Solkan,1 h 40 min,lahka neoznačena steza
260471,Razdrto,2 h 20 min,lahka označena pot
260471,Razdrto,1 h 45 min,delno zahtevna označena pot
260471,Lovska koča Vojkovo,1 h 45 min,lahka označena pot
260471,Furlanovo zavetišče pri Abramu,2 h,lahka označena pot
260471,Veliko Ubeljsko,1 h 45 min,lahka označena pot
260471,Strane,2 h 15 min,lahka označena pot
260471,Gradišče,4 h 30 min,zelo zahtevna označena pot
260471,Razdrto,2 h,lahka neoznačena steza
260471,Gradišče,4 h 30 min,zahtevna označena pot
260471,Podnanos,3 h 45 min,lahka označena pot
260471,Lozice,2 h 45 min,lahka označena pot
260471,Podkraj,4 h 30 min,lahka označena pot
260471,Gradišče,3 h 45 min,lahka označena pot
260471,Hrašče,3 h,lahka označena pot
260471,Hrašče,3 h,lahka označena pot
260471,Veliko Ubeljsko,3 h,"lahka neoznačena steza, lahka označena pot"
260500,Predmeja,1 h 30 min,lahka označena pot
260500,Predmeja,1 h,lahka označena pot
260500,Lokavec,2 h 30 min,lahka označena pot
260500,Predmeja,1 h 15 min,lahka označena pot
260500,Kamnje,2 h 30 min,lahka označena pot
260500,Stomaž,2 h 15 min,lahka označena pot
260500,Vrtovin,2 h 45 min,lahka označena pot
260501,Vrtovin,2 h 15 min,lahka označena pot
260501,Predmeja,2 h,lahka označena pot
260501,Predmeja,2 h,delno zahtevna označena pot
260501,Predmeja,1 h 45 min,lahka označena pot
260501,Krnica,1 h 40 min,lahka označena pot
260501,Lokavec,3 h 15 min,lahka označena pot
260501,Predmeja,2 h 15 min,lahka označena pot
260501,Kamnje,2 h 45 min,lahka označena pot
260501,Gojače,2 h 55 min,lahka označena pot
260501,Stomaž,3 h,lahka označena pot
260501,Vrtovin,3 h,lahka označena pot
260501,Malovše,3 h,lahka označena pot
260502,Predmeja,1 h 10 min,"lahka označena pot, lahka neoznačena steza"
260502,Lokavec,2 h 40 min,"lahka označena pot, lahka neoznačena steza"
260502,Predmeja,1 h 25 min,lahka označena pot
260503,Predmeja,1 h 20 min,lahka označena pot
260503,Predmeja,1 h 35 min,lahka označena pot
260503,Lokavec,2 h 50 min,lahka označena pot
260503,Predmeja,1 h 50 min,lahka označena pot
260503,Kamnje,2 h 50 min,lahka označena pot
260503,Vrtovin,3 h 5 min,lahka označena pot
260503,Stomaž,2 h 35 min,lahka označena pot
260510,Mala Lazna,45 min,lahka označena pot
260510,Preval Strgarija,5 min,lahka označena pot
260510,Kozarnice,25 min,lahka označena pot
260511,Predmeja,2 h,lahka označena pot
260511,Mala Lazna,1 h 25 min,lahka označena pot
260511,Preval Strgarija,45 min,lahka označena pot
260511,Kozarnice,1 h 5 min,lahka označena pot
260511,Škrbina,2 h,lahka označena pot
260527,Podpeč,30 min,lahka označena pot
260527,Jezero,30 min,lahka označena pot
260527,Preserje,20 min,lahka označena pot
260529,Kozarnice,1 h 50 min,lahka označena pot
260529,Škrbina,1 h 15 min,lahka označena pot
260529,Kozarnice,1 h 45 min,lahka neoznačena steza
260541,Solkan,1 h 30 min,lahka označena pot
260541,Solkan,2 h,delno zahtevna označena pot
260541,Za koridorjem,1 h,lahka označena pot
260541,Za koridorjem,1 h 15 min,lahka označena pot
260541,Podsabotin,2 h,lahka označena pot
260545,Lokve,1 h 30 min,lahka označena pot
260545,Dom na Lazni,2 h,delno zahtevna označena pot
260545,Gorenja Trebuša,3 h,zahtevna označena pot
260551,Turški klanec,1 h 30 min,lahka označena pot
260551,Mala Lazna,2 h 30 min,lahka neoznačena steza
260551,Nemci,2 h 40 min,lahka neoznačena steza
260555,Gostišče Pekel,1 h 15 min,zahtevna označena pot
260555,Gostišče Pekel,1 h 30 min,lahka označena pot
260556,Snežniška Grda jama,1 h,lahka označena pot
260556,Sviščaki,1 h 50 min,lahka označena pot
260556,Grda draga,1 h 30 min,lahka označena pot
260556,Mašun,3 h 35 min,lahka označena pot
260559,Dom na Lazni,1 h 10 min,lahka neoznačena steza
260559,Lokve,35 min,lahka neoznačena steza
260571,Senožeče,1 h 45 min,lahka označena pot
260571,Volče,1 h 30 min,lahka označena pot
260571,Loščica,1 h 15 min,lahka označena pot
260571,Gabrče,2 h,lahka označena pot
260571,Gornje Ležeče,1 h 40 min,lahka označena pot
260571,Matavun,3 h 15 min,lahka označena pot
260571,Podgora,2 h,lahka označena pot
260571,Famlje,2 h 30 min,lahka označena pot
260650,Dom na Goropekah,1 h 30 min,lahka označena pot
260650,Rovte,1 h 20 min,lahka označena pot
260650,Sopot,1 h 15 min,lahka označena pot
260650,Smrečje,35 min,lahka označena pot
260650,Račevsko jezero,35 min,lahka označena pot
260650,Rovte,1 h 15 min,lahka označena pot
260650,Smrečje,30 min,lahka označena pot
260650,Žiri,2 h 20 min,lahka označena pot
260650,Smrečje,35 min,lahka označena pot
260651,Smrečje,45 min,lahka označena pot
260651,Rovte,1 h 25 min,lahka označena pot
260651,Račevsko jezero,45 min,lahka označena pot
260651,Rovte,1 h 30 min,lahka označena pot
260651,Smrečje,40 min,lahka označena pot
260651,Žiri,2 h 30 min,lahka označena pot
260651,Smrečje,45 min,lahka označena pot
260651,Dom na Goropekah,1 h 40 min,lahka označena pot
260651,Sopot,1 h 25 min,lahka označena pot
260654,Žiri,40 min,lahka označena pot
260654,Žiri,50 min,lahka označena pot
260669,Star maln,1 h,lahka označena pot
260669,Vrhnika,1 h,lahka označena pot
260669,Kuren,45 min,lahka označena pot
260669,Vrhnika,1 h 5 min,lahka označena pot
260669,Zaplana,45 min,lahka označena pot
260669,Stara Vrhnika,1 h 15 min,lahka označena pot
260669,Stara Vrhnika,1 h 15 min,lahka označena pot
260669,Blatni dol,1 h 10 min,lahka označena pot
260669,Zaplana,1 h 40 min,lahka označena pot
260730,Predmeja,1 h 30 min,delno zahtevna označena pot
260730,Kamnje,2 h,lahka označena pot
260730,Stomaž,2 h,lahka označena pot
260730,Vrtovin,2 h 15 min,lahka označena pot
260744,Kuren,50 min,lahka označena pot
260744,Zaplana,1 h 45 min,lahka označena pot
260744,Zaplana,50 min,lahka označena pot
260751,Dom v Iškem Vintgarju,1 h 15 min,delno zahtevna označena pot
260752,Dom v Iškem Vintgarju,3 h,delno zahtevna označena pot
260752,Kamen,1 h 30 min,lahka označena pot
260752,Predgozd,1 h,lahka označena pot
260752,Visoko,2 h 15 min,lahka označena pot
260752,Visoko,2 h 15 min,lahka neoznačena steza
260778,Podgorje,1 h 40 min,lahka označena pot
260778,Podgorje,1 h 15 min,lahka označena pot
260778,Skadanščina,1 h 40 min,lahka označena pot
260778,Hrpelje,3 h 30 min,lahka označena pot
260778,Prešnica,2 h,lahka označena pot
260778,Skadanščina,2 h 10 min,lahka označena pot
260778,Lovski dom pod Glavico,2 h 30 min,"lahka neoznačena steza, lahka označena pot"
260778,Skadanščina,3 h,lahka označena pot
260778,Povžane,2 h 30 min,lahka označena pot
260778,Povžane,2 h 15 min,lahka označena pot
260778,Skadanščina,2 h 25 min,lahka označena pot
260779,Podgorje,1 h,lahka označena pot
260779,Zazid,1 h 20 min,lahka označena pot
260779,Podgorje,1 h 30 min,lahka neoznačena steza
260780,Zazid,1 h,lahka označena pot
260780,Podgorje,1 h,lahka neoznačena steza
260784,Selšček,45 min,lahka označena pot
260784,Begunje,1 h,lahka označena pot
260784,Begunje,1 h,lahka označena pot
260784,Stražišče,30 min,lahka neoznačena steza
260798,Planina,40 min,lahka neoznačena steza
260798,Lohača,1 h 15 min,lahka neoznačena steza
260798,Planina,45 min,lahka neoznačena steza
260798,Planina,45 min,lahka neoznačena steza
260798,Grčarevec,2 h,lahka označena pot
260798,Grčarevec,2 h 10 min,lahka označena pot
260799,Planina,50 min,lahka neoznačena steza
260799,Lohača,1 h,lahka neoznačena steza
260799,Planina,55 min,lahka neoznačena steza
260799,Planina,55 min,lahka neoznačena steza
260799,Grčarevec,2 h,lahka označena pot
260802,Lohača,40 min,lahka neoznačena steza
260802,Planina,1 h 30 min,lahka neoznačena steza
260802,Planina,1 h 35 min,lahka neoznačena steza
260802,Planina,1 h 35 min,lahka neoznačena steza
260803,Lohača,1 h 45 min,lahka neoznačena steza
260803,Brunk,1 h,lahka neoznačena steza
260804,Studeno,1 h 5 min,lahka označena pot
260804,Gorenje,1 h 15 min,lahka označena pot
260804,Gorenje,1 h 45 min,lahka neoznačena steza
260806,Vlačno,1 h 20 min,lahka označena pot
260806,Sevski gozd,45 min,lahka označena pot
260806,Slovenska vas,2 h 15 min,lahka označena pot
260806,Jeršiče,2 h 40 min,lahka označena pot
260807,Pivka,1 h,lahka označena pot
260807,Gradec,45 min,lahka neoznačena steza
260808,Lome,50 min,lahka označena pot
260808,Črni vrh,1 h,lahka označena pot
260808,Podkraj,2 h 20 min,lahka označena pot
260808,Repna dolina,1 h 35 min,lahka označena pot
260808,Vodice,1 h 20 min,lahka označena pot
260808,Col,2 h 50 min,lahka označena pot
260809,Lome,1 h,lahka označena pot
260809,Črni Vrh,1 h 10 min,lahka označena pot
260809,Črni vrh,2 h 30 min,lahka označena pot
260809,Podkraj,2 h 30 min,lahka označena pot
260809,Repna dolina,1 h 45 min,lahka označena pot
260809,Kampelc,2 h 15 min,lahka označena pot
260809,Col,3 h,lahka označena pot
260809,Vodice,1 h 30 min,lahka označena pot
260813,Izvir Hublja,2 h 15 min,lahka označena pot
260813,Otlica,1 h 20 min,lahka označena pot
260813,Stara baba,1 h 45 min,lahka neoznačena steza
260813,Predmeja,2 h 55 min,lahka označena pot
260813,Col,3 h 25 min,lahka označena pot
260813,Col,3 h 10 min,lahka označena pot
260813,Lovska koča Budanje,3 h 10 min,lahka označena pot
260813,Col,3 h 20 min,lahka označena pot
260813,Lovska koča Budanje,3 h,lahka označena pot
260813,Jamce,2 h 55 min,lahka označena pot
260813,Jamce,2 h 45 min,lahka neoznačena steza
260814,Izvir Hublja,1 h 35 min,lahka označena pot
260814,Predmeja,2 h 15 min,lahka označena pot
260814,Otlica,40 min,lahka označena pot
260815,Izvir Hublja,1 h 25 min,lahka neoznačena steza
